state_id,label,betweenness,eigenvector,out_degree,commodity_code,commodity_name
40,OK,0.0,0.00810459150502333,0.0,14,Metallic Ores
41,OR,0.0,0.007982049115797602,0.0,14,Metallic Ores
42,PA,0.1453900709219858,0.07270036848106097,0.03108340197052894,14,Metallic Ores
44,RI,0.0,0.028739007529151442,0.0,14,Metallic Ores
45,SC,0.0,0.028413322087717914,0.0,14,Metallic Ores
46,SD,0.0,0.007299096470687761,0.0,14,Metallic Ores
47,TN,0.007978723404255319,0.012411954508311973,0.1308531966530912,14,Metallic Ores
48,TX,0.12987588652482268,0.0644034601196008,0.036768460983995895,14,Metallic Ores
49,UT,0.0031028368794326243,0.009091992855101375,0.16899126938856526,14,Metallic Ores
50,VT,0.0,0.007979182443105467,0.0,14,Metallic Ores
51,VA,0.014184397163120567,0.02964766014938524,0.0021985327175720075,14,Metallic Ores
53,WA,0.0004432624113475177,0.02751157488235488,0.00030964982653621236,14,Metallic Ores
54,WV,0.0,0.012852188374136524,0.005498748158575947,14,Metallic Ores
55,WI,0.04831560283687943,0.014306899945534805,0.08136816346969448,14,Metallic Ores
56,WY,0.0,0.008466302033094671,0.0,14,Metallic Ores
1,AL,0.0,0.01966547291698678,0.0006344700624631961,15,Coal
4,AZ,0.0,0.025893598729254987,0.0,15,Coal
5,AR,0.0,0.013852939638229507,0.0,15,Coal
6,CA,0.0,0.03609505950685233,0.0,15,Coal
8,CO,0.005555555555555556,0.01274226056766082,0.06932262637499945,15,Coal
9,CT,0.0,0.013103894480618656,0.0,15,Coal
10,DE,0.0,0.012691856291464725,0.0,15,Coal
12,FL,0.0,0.021831612675913187,0.0,15,Coal
13,GA,0.0,0.019483271513645546,0.0,15,Coal
16,ID,0.0,0.013936219738755062,0.0,15,Coal
17,IL,0.03383838383838384,0.03610061758477689,0.1393978498568007,15,Coal
18,IN,0.04141414141414142,0.03243637136103293,0.03552254139305331,15,Coal
19,IA,0.0,0.01385530309025861,0.0,15,Coal
20,KS,0.0,0.02601879529615056,0.0,15,Coal
21,KY,0.07121212121212121,0.020128435128534884,0.3169197905579896,15,Coal
22,LA,0.0,0.02122328139153932,0.0,15,Coal
24,MD,0.03686868686868687,0.06551495084685295,0.030097067978045528,15,Coal
25,MA,0.0,0.013264907844396621,0.0,15,Coal
26,MI,0.0,0.015600677309949294,0.0,15,Coal
27,MN,0.0,0.014832523798639717,0.0,15,Coal
28,MS,0.0,0.013158636957046027,0.0,15,Coal
29,MO,0.00505050505050505,0.014660697095248833,0.004662120186951612,15,Coal
30,MT,0.000505050505050505,0.012547773380225516,0.0699791351252167,15,Coal
31,NE,0.0,0.01275487064713886,0.0,15,Coal
32,NV,0.0,0.012938668634744762,0.0,15,Coal
33,NH,0.0,0.01277984060452767,0.0,15,Coal
34,NJ,0.0,0.012910959407747308,0.0,15,Coal
35,NM,0.0,0.013106201202999065,0.028351947869504474,15,Coal
36,NY,0.0,0.020051229814336033,0.0,15,Coal
37,NC,0.0,0.03365391250521674,0.0,15,Coal
38,ND,0.00505050505050505,0.012900265935574159,0.0008476409463394964,15,Coal
39,OH,0.028282828282828285,0.03678161714441806,0.05739701050588958,15,Coal
40,OK,0.0,0.012862202081713377,0.0,15,Coal
41,OR,0.0,0.013390455344059448,0.0,15,Coal
42,PA,0.052525252525252523,0.03655480162056263,0.14289576929789582,15,Coal
45,SC,0.0,0.020210861085260788,0.0,15,Coal
46,SD,0.0,0.012604410262200284,0.0,15,Coal
47,TN,0.021212121212121213,0.019729805642143,0.008863425018766554,15,Coal
